sno,sname,sex,height,dorm,bdate
01036075,李鹏,女,1.76,北5舍103,2002-10-28 00:00:00
01033591,秦建华,女,1.90,东4舍425,2004-05-28 00:00:00
01036715,秦浩,男,1.76,北10舍115,2002-06-27 00:00:00
01031893,庞桂英,女,1.50,西14舍315,2005-05-14 00:00:00
01037533,王雷,男,1.58,东9舍321,2002-04-09 00:00:00
01035294,吴洁,男,1.88,南1舍404,2003-03-04 00:00:00
01038070,王欢,女,1.56,南1舍222,2005-09-26 00:00:00
01037522,魏红梅,男,1.65,北10舍415,2004-11-11 00:00:00
01031275,陈婷,男,1.64,南12舍103,2004-01-31 00:00:00
01038557,杨超,男,1.82,北14舍413,2002-03-02 00:00:00
01037652,罗秀梅,女,1.61,西1舍207,2003-05-22 00:00:00
01031248,钟玉梅,女,1.76,北13舍404,2006-04-14 00:00:00
01033869,倪霞,男,1.67,西3舍202,2006-03-06 00:00:00
01032273,林勇,女,1.52,东5舍424,2006-03-29 00:00:00
01037980,聂璐,男,1.99,北14舍116,2000-11-16 00:00:00
01031805,陈红霞,女,1.57,北6舍322,2002-02-20 00:00:00
01032148,袁健,男,1.82,北5舍418,2003-10-31 00:00:00
01038541,何东,女,1.89,东9舍227,2003-11-09 00:00:00
01035715,阎志强,男,1.76,西11舍317,2004-01-11 00:00:00
01031842,杨超,男,1.69,南13舍227,2001-03-21 00:00:00
01037191,王秀荣,男,1.85,东5舍123,2003-08-11 00:00:00
01033007,邹佳,男,1.74,南10舍428,2004-09-24 00:00:00
01035111,萧佳,男,1.80,北12舍408,2000-12-26 00:00:00
01036084,刘淑华,男,1.58,东13舍126,2004-12-23 00:00:00
01031447,姚玉华,男,1.79,东6舍115,2000-10-16 00:00:00
01034054,伍健,男,1.77,南15舍307,2003-01-03 00:00:00
01032542,赵龙,女,1.60,东3舍401,2003-10-06 00:00:00
01036369,宫帅,女,1.94,东11舍204,2001-10-25 00:00:00
01035401,胡杨,女,1.64,南10舍402,2004-11-16 00:00:00
01038745,吴瑞,男,1.69,南4舍418,2000-06-26 00:00:00
01033388,戚佳,男,1.57,东10舍115,2003-09-17 00:00:00
01036648,雷勇,男,1.78,东4舍126,2002-06-18 00:00:00
01035889,叶桂芝,女,1.91,东11舍406,2005-01-09 00:00:00
01038607,刘博,男,1.75,南1舍121,2003-04-07 00:00:00
01031785,苏辉,女,1.67,南10舍313,2001-05-21 00:00:00
01036587,吴秀梅,男,1.68,北3舍115,2006-03-11 00:00:00
01035800,张云,男,1.52,西4舍207,2005-04-01 00:00:00
01035372,李瑞,男,1.60,北6舍315,2002-10-05 00:00:00
01032449,鞠雪,女,1.95,东13舍407,2001-03-18 00:00:00
01035566,阎娟,男,1.97,西13舍416,2002-07-10 00:00:00
01033540,杨娟,男,1.66,南11舍427,2001-06-26 00:00:00
01035508,武凯,男,1.67,南13舍201,2005-04-16 00:00:00
01034685,刘强,男,1.55,北2舍223,2002-07-10 00:00:00
01031822,陈杰,男,1.51,东9舍322,2006-02-19 00:00:00
01031813,王健,男,1.57,北4舍207,2001-05-15 00:00:00
01036744,袁玲,男,1.77,南14舍227,2006-03-19 00:00:00
01034269,鞠淑华,女,1.79,北5舍215,2003-09-09 00:00:00
01033760,曾秀珍,男,1.78,东7舍313,2002-04-25 00:00:00
01032850,胡燕,女,1.58,东6舍222,2004-11-09 00:00:00
01035268,汪凤兰,女,1.95,北7舍424,2001-09-16 00:00:00
01033226,林雷,男,1.77,南4舍314,2001-05-28 00:00:00
01038333,陆丽娟,男,1.58,西4舍325,2001-04-12 00:00:00
01032215,郑桂荣,女,1.65,南9舍214,2004-03-06 00:00:00
01033252,张霞,女,1.79,西6舍327,2006-03-07 00:00:00
01034699,陈亮,男,1.82,东11舍224,2003-08-20 00:00:00
01038495,彭桂香,女,1.89,北1舍107,2002-08-04 00:00:00
01033883,朱宁,女,1.83,东15舍306,2006-05-04 00:00:00
01031770,杨瑞,男,1.54,北6舍123,2005-06-07 00:00:00
01036643,任想,女,1.71,东12舍228,2002-12-23 00:00:00
01033724,刘春梅,女,1.59,北5舍308,2001-03-21 00:00:00
01033455,许旭,男,2.00,北15舍116,2001-06-21 00:00:00
01034808,龙玉英,男,1.95,西12舍218,2001-10-18 00:00:00
01038229,刁慧,女,1.83,西3舍128,2000-07-29 00:00:00
01034235,梁桂珍,男,1.97,东4舍404,2002-11-29 00:00:00
01031155,程东,女,1.68,南15舍327,2001-07-06 00:00:00
01034778,张璐,男,1.52,东5舍417,2002-10-08 00:00:00
01033639,蔡桂花,男,1.85,北4舍113,2005-05-22 00:00:00
01033989,耿宇,男,1.92,西5舍304,2000-09-09 00:00:00
01033779,石瑞,女,1.94,北1舍102,2004-01-26 00:00:00
01037140,阮桂英,男,1.65,东15舍314,2002-10-08 00:00:00
01034873,许霞,女,1.70,西11舍324,2001-08-15 00:00:00
01035419,王彬,女,1.82,西11舍311,2004-11-01 00:00:00
01038376,童桂珍,男,1.69,南14舍428,2006-06-18 00:00:00
01037415,刘丹丹,女,1.67,南7舍103,2005-03-29 00:00:00
01038380,宋龙,女,1.89,北4舍304,2004-06-09 00:00:00
01031087,杜丹,男,1.74,西11舍106,2005-10-05 00:00:00
01031462,王文,女,1.71,西2舍326,2001-08-29 00:00:00
01032978,赵桂珍,男,1.53,北14舍217,2005-03-02 00:00:00
01032767,范荣,女,1.53,西3舍424,2000-07-29 00:00:00
01033859,马丹,男,1.67,南11舍322,2003-07-28 00:00:00
01033663,武秀梅,女,1.69,东10舍204,2001-04-05 00:00:00
01032752,董桂英,女,1.69,北6舍316,2004-12-13 00:00:00
01038845,侯秀云,女,1.99,东9舍111,2003-06-14 00:00:00
01033666,何健,男,1.82,北14舍124,2005-01-16 00:00:00
01031267,马东,女,1.65,南13舍326,2003-03-03 00:00:00
01035718,刁桂花,男,1.56,西10舍417,2006-01-17 00:00:00
01036886,侯彬,男,1.69,西14舍221,2004-10-14 00:00:00
01036455,李秀云,男,1.91,北9舍202,2003-07-10 00:00:00
01032593,李海燕,女,1.65,南1舍422,2002-12-16 00:00:00
01037922,刘丹,男,1.51,南2舍304,2001-10-28 00:00:00
01038441,程丹,男,1.93,西2舍327,2000-12-12 00:00:00
01036784,刘利,男,1.95,西6舍214,2000-12-19 00:00:00
01032646,廖桂兰,男,1.89,北2舍208,2000-08-17 00:00:00
01037597,王林,男,1.59,西13舍411,2003-10-15 00:00:00
01032820,黄瑞,男,1.57,东4舍406,2002-04-04 00:00:00
01033062,刘凤英,男,1.60,北15舍303,2006-06-12 00:00:00
01038245,孔晨,男,1.50,南4舍315,2000-06-27 00:00:00
01038219,尤玉华,男,1.89,西6舍227,2004-11-16 00:00:00
01037060,黄淑珍,男,1.68,南5舍213,2005-01-06 00:00:00
01038059,刘博,男,1.61,北6舍307,2003-12-02 00:00:00
01036561,冯霞,女,2.00,东6舍306,2006-03-05 00:00:00
01037842,杨金凤,男,1.71,西1舍107,2005-01-30 00:00:00
01032145,黄瑞,女,1.91,南8舍423,2004-08-27 00:00:00
01035557,杨海燕,男,2.00,西7舍222,2005-09-18 00:00:00
01031405,张琴,男,1.69,北3舍216,2004-02-01 00:00:00
01035369,唐海燕,女,1.82,南11舍112,2005-01-05 00:00:00
01038054,昝欣,女,1.50,西14舍111,2000-08-30 00:00:00
01037160,陈芳,男,1.87,北9舍302,2003-06-20 00:00:00
01035730,张凤英,女,1.77,西6舍224,2001-08-22 00:00:00
01033713,张峰,男,1.78,北6舍202,2003-05-02 00:00:00
01033425,李洁,女,1.67,北13舍102,2006-06-18 00:00:00
01038687,卢红霞,女,1.57,西14舍403,2003-03-03 00:00:00
01038065,张峰,女,1.64,南1舍313,2005-02-12 00:00:00
01038340,韩秀芳,男,1.52,东3舍412,2004-05-27 00:00:00
01038562,王利,男,1.91,北11舍302,2000-10-20 00:00:00
01032508,李柳,男,1.59,东14舍325,2005-10-14 00:00:00
01036831,刘想,女,1.76,东14舍202,2005-03-12 00:00:00
01034677,包洁,女,1.65,东7舍404,2004-04-05 00:00:00
01034037,郭雪,女,1.51,南10舍325,2001-12-18 00:00:00
01032240,刘静,女,1.56,南3舍418,2005-08-13 00:00:00
01035763,王斌,男,2.00,北6舍102,2003-09-06 00:00:00
01034207,汪莹,男,1.95,西5舍415,2001-11-06 00:00:00
01034465,李华,男,1.59,北6舍106,2001-07-23 00:00:00
01036488,余志强,女,1.72,北6舍303,2005-03-27 00:00:00
01037018,杨红梅,男,1.98,北10舍325,2000-11-19 00:00:00
01033478,廖阳,男,1.85,西13舍413,2004-05-17 00:00:00
01031197,朱英,男,1.56,西8舍216,2004-11-28 00:00:00
01038226,张慧,男,1.72,东13舍411,2004-02-11 00:00:00
01032696,姚坤,女,1.72,北9舍105,2006-03-19 00:00:00
01032909,李成,女,1.77,西13舍402,2005-10-10 00:00:00
01037086,徐磊,男,1.62,西12舍301,2003-10-13 00:00:00
01032009,杨波,女,1.54,东4舍211,2005-04-30 00:00:00
01032544,金莹,女,1.78,南8舍116,2006-03-30 00:00:00
01036330,张淑英,女,1.97,南2舍222,2002-11-03 00:00:00
01031970,周云,女,1.56,北8舍128,2005-03-21 00:00:00
01038194,姚芳,女,1.68,东12舍408,2004-10-12 00:00:00
01032458,严欣,男,1.89,南7舍427,2002-07-08 00:00:00
01033894,王建国,女,1.98,北11舍107,2004-07-24 00:00:00
01032321,阎冬梅,女,1.62,北1舍211,2005-02-24 00:00:00
01034428,汪飞,女,1.77,北15舍407,2002-10-17 00:00:00
01034006,刘超,女,1.95,北10舍327,2001-02-09 00:00:00
01033717,孙霞,女,1.91,南8舍223,2004-12-28 00:00:00
01031316,王玉兰,男,1.98,西10舍102,2002-10-05 00:00:00
01035336,许萍,女,1.61,南5舍324,2004-01-29 00:00:00
01036229,孙刚,女,1.77,南5舍428,2005-04-27 00:00:00
01031410,陈强,男,1.75,南2舍426,2000-10-16 00:00:00
01034237,陈颖,男,1.80,北4舍211,2006-05-28 00:00:00
01038683,蒋明,男,1.96,东6舍112,2006-01-08 00:00:00
01032196,姚琴,男,1.97,西11舍307,2003-03-02 00:00:00
01034773,王秀荣,女,1.68,西15舍113,2004-06-23 00:00:00
01034296,高利,女,1.94,东11舍321,2003-09-20 00:00:00
01037567,徐东,女,1.76,北14舍415,2002-12-26 00:00:00
01037428,王浩,女,1.57,北1舍327,2005-05-13 00:00:00
01037875,薛倩,男,1.84,南14舍202,2001-04-04 00:00:00
01032048,谭洋,男,1.67,南11舍316,2001-02-09 00:00:00
01031050,赵桂荣,女,1.60,西5舍221,2003-11-25 00:00:00
01031984,何桂花,男,1.78,南5舍214,2001-06-23 00:00:00
01034249,牛荣,女,1.57,东7舍418,2005-10-20 00:00:00
01031235,刘建国,男,1.97,西5舍115,2004-08-25 00:00:00
01031520,靳淑英,男,1.69,北6舍416,2001-07-18 00:00:00
01035136,陶成,女,1.71,北14舍317,2001-07-23 00:00:00
01036928,余雪梅,男,1.67,南6舍418,2003-07-13 00:00:00
01033801,莫淑珍,女,1.98,南10舍116,2004-11-16 00:00:00
01031357,刘利,男,1.92,南10舍421,2004-11-03 00:00:00
01035823,杨秀云,女,1.51,东10舍322,2006-03-04 00:00:00
01031486,朱旭,女,1.75,东10舍313,2003-07-19 00:00:00
01036942,王静,男,1.71,北10舍316,2001-08-22 00:00:00
01035689,马瑞,女,1.82,东10舍327,2002-04-13 00:00:00
01038334,郭桂芳,男,1.63,西14舍308,2005-01-24 00:00:00
01033190,陈帅,女,1.67,南8舍101,2003-08-04 00:00:00
01036725,展桂芳,女,1.70,东11舍212,2002-06-11 00:00:00
01037504,赵淑英,男,1.96,北7舍107,2002-08-21 00:00:00
01032539,都建,男,1.92,北15舍303,2006-01-11 00:00:00
01033420,郑秀云,男,1.52,东12舍322,2000-08-12 00:00:00
01034890,陆雪,男,1.54,西10舍413,2006-03-02 00:00:00
01038905,王芳,女,1.94,南13舍117,2003-05-12 00:00:00
01035454,王峰,女,1.74,北11舍413,2004-05-01 00:00:00
01033291,王军,男,2.00,北13舍112,2004-07-26 00:00:00
01032655,白玉兰,男,1.52,北7舍218,2004-11-25 00:00:00
01031624,胡娟,女,1.92,西7舍303,2000-10-10 00:00:00
01038318,汪玉,女,2.00,西3舍425,2003-08-08 00:00:00
01037274,戴东,女,1.57,北8舍128,2000-09-17 00:00:00
01034230,张玉华,男,1.70,东8舍326,2001-05-23 00:00:00
01036876,严秀英,男,1.79,西10舍111,2004-12-19 00:00:00
01035902,杨洋,女,1.78,东9舍127,2001-04-10 00:00:00
01031699,曾凤英,男,1.52,南3舍213,2002-10-16 00:00:00
01036461,王建,男,1.75,北6舍325,2001-01-16 00:00:00
01036741,张林,女,1.98,北4舍127,2001-10-20 00:00:00
01031431,范军,女,1.63,西1舍312,2003-04-08 00:00:00
01031118,何丽,女,1.84,南1舍414,2002-04-25 00:00:00
01035881,贾玲,男,1.90,北2舍411,2004-03-17 00:00:00
01033818,刘桂芝,女,1.68,北12舍215,2002-07-29 00:00:00
01038962,黄军,男,1.68,东13舍416,2004-11-29 00:00:00
01033118,杨英,男,1.94,东6舍124,2002-08-15 00:00:00
01032942,高兰英,男,1.75,北3舍316,2003-09-14 00:00:00
01038948,邹丽华,女,1.98,东15舍224,2002-01-31 00:00:00
01034271,宋淑珍,女,1.63,西5舍216,2004-09-23 00:00:00
01038916,卢桂珍,女,1.84,西3舍427,2001-06-15 00:00:00
01031820,赵萍,男,1.84,东11舍218,2006-05-06 00:00:00
01033719,李彬,男,1.76,西7舍126,2002-08-28 00:00:00
01034475,鞠平,女,1.83,北3舍212,2005-11-15 00:00:00
01034159,艾凤英,男,1.59,东1舍426,2003-05-19 00:00:00
01038551,杨坤,男,1.92,北3舍426,2003-05-11 00:00:00
01037948,冯林,女,1.86,东4舍408,2002-08-02 00:00:00
01037121,全桂荣,男,1.87,东11舍323,2002-08-14 00:00:00
01031442,杨慧,女,1.70,东8舍218,2002-05-18 00:00:00
01035041,李桂英,男,1.58,南5舍322,2003-03-24 00:00:00
01036276,况娟,女,1.75,西14舍107,2002-09-21 00:00:00
01036217,刘春梅,女,1.63,西8舍228,2000-12-23 00:00:00
01038941,柯梅,男,1.69,南14舍407,2003-09-06 00:00:00
01037792,刘淑兰,男,1.90,西14舍416,2001-10-24 00:00:00
01035682,董秀珍,女,1.93,南6舍108,2004-03-10 00:00:00
01036323,潘霞,女,1.97,南5舍201,2004-02-18 00:00:00
01033099,吴春梅,女,1.88,东10舍214,2003-11-08 00:00:00
01037105,李亮,女,1.68,南6舍112,2006-04-19 00:00:00
01033430,张杰,男,1.80,东11舍325,2001-03-09 00:00:00
01032334,李璐,男,1.79,西5舍301,2003-11-24 00:00:00
01033547,高晶,女,1.73,南4舍216,2003-04-21 00:00:00
01038020,张刚,男,1.69,东3舍318,2004-06-14 00:00:00
01033270,简芳,女,1.64,东5舍121,2004-05-03 00:00:00
01033064,刘淑英,男,1.99,东1舍101,2006-06-15 00:00:00
01034036,邓彬,男,1.69,北12舍118,2002-12-10 00:00:00
01036571,彭敏,男,1.66,东6舍221,2005-10-14 00:00:00
01037979,王建军,女,1.87,西12舍118,2000-07-19 00:00:00
01032106,邹荣,男,1.66,北9舍412,2006-06-05 00:00:00
01034967,吴辉,女,1.82,西14舍108,2001-02-08 00:00:00
01032921,徐淑珍,男,1.56,北11舍313,2000-11-10 00:00:00
01034688,徐琴,男,1.73,东14舍128,2001-05-13 00:00:00
01034138,朱秀珍,男,1.55,北15舍323,2002-10-01 00:00:00
01034801,刘颖,女,1.97,北5舍107,2002-04-30 00:00:00
01032035,李斌,女,1.94,南9舍217,2000-09-30 00:00:00
01036656,莫鑫,女,2.00,南4舍411,2003-11-08 00:00:00
01033550,金秀梅,女,1.85,北6舍304,2005-07-02 00:00:00
01035356,刘莹,男,1.53,西6舍417,2004-12-03 00:00:00
01033157,杜敏,男,1.81,南14舍208,2002-10-31 00:00:00
01038655,房佳,男,1.69,南11舍217,2004-05-13 00:00:00
01036944,张刚,女,1.50,西9舍126,2004-08-08 00:00:00
01031561,邵琴,女,1.62,西6舍124,2002-01-02 00:00:00
01036005,王淑英,女,1.75,北14舍118,2005-09-16 00:00:00
01035219,周凯,女,1.51,东5舍317,2005-04-11 00:00:00
01036842,叶鑫,女,1.80,南3舍401,2004-12-16 00:00:00
01034579,杨峰,男,2.00,南7舍404,2003-02-27 00:00:00
01035102,赵琳,女,1.98,北1舍301,2006-03-01 00:00:00
01038876,邹坤,男,1.93,西12舍224,2001-09-17 00:00:00
01032022,邢俊,男,1.73,东1舍321,2003-09-20 00:00:00
01036216,罗亮,男,1.73,北10舍108,2005-07-23 00:00:00
01038539,刘敏,男,1.72,东6舍402,2001-02-28 00:00:00
01037989,易超,女,1.64,北6舍313,2004-04-28 00:00:00
01034378,朱淑珍,男,1.96,西9舍418,2004-10-28 00:00:00
01037749,孙鑫,女,1.69,北7舍114,2003-08-29 00:00:00
01031868,吴秀荣,女,1.72,南13舍425,2002-02-25 00:00:00
01033893,窦秀云,女,1.78,西15舍107,2001-01-21 00:00:00
01031844,骆桂荣,男,1.89,东5舍404,2001-07-18 00:00:00
01031255,黄龙,男,1.54,东1舍422,2005-02-25 00:00:00
01037027,徐婷,女,1.81,西7舍423,2001-08-20 00:00:00
01035069,罗强,女,1.71,东10舍204,2002-12-26 00:00:00
01037540,杨丽丽,男,1.90,南10舍301,2005-05-30 00:00:00
01034363,高璐,女,1.53,西15舍226,2002-08-12 00:00:00
01031285,林平,男,1.97,西9舍206,2004-01-21 00:00:00
01034931,唐强,男,1.92,北12舍201,2004-05-08 00:00:00
01031172,朱健,女,1.58,东5舍314,2001-05-21 00:00:00
01038275,鞠畅,女,1.53,西7舍101,2005-03-13 00:00:00
01033142,朱淑英,女,1.53,南9舍418,2001-10-29 00:00:00
01038374,袁东,女,1.98,北12舍315,2004-07-16 00:00:00
01038381,陈明,男,1.62,西1舍425,2002-06-28 00:00:00
01035496,李鹏,女,1.51,北12舍205,2002-11-03 00:00:00
01038031,官旭,男,1.69,南6舍308,2003-08-29 00:00:00
01032366,豆娟,女,2.00,南1舍428,2001-08-06 00:00:00
01036202,邰秀云,男,1.52,西4舍322,2002-10-08 00:00:00
01036117,陈欣,女,1.66,北9舍427,2003-11-06 00:00:00
01031076,韩敏,男,2.00,西8舍311,2003-12-22 00:00:00
01037664,林勇,女,1.96,北4舍415,2002-05-03 00:00:00
01032329,姜桂英,女,1.89,北9舍123,2001-03-27 00:00:00
01034055,卢丽丽,女,1.95,西10舍427,2003-10-23 00:00:00
01033220,王洋,女,1.56,南11舍313,2004-09-22 00:00:00
01033299,李佳,女,1.98,西12舍208,2006-02-24 00:00:00
01032091,李雪梅,男,1.51,东10舍322,2005-01-30 00:00:00
01031421,张桂珍,男,1.59,南7舍118,2000-07-14 00:00:00
01031943,陈颖,女,1.59,北8舍302,2000-08-26 00:00:00
01034953,刘帅,女,1.64,南2舍408,2004-02-05 00:00:00
01035797,李明,男,1.76,南7舍206,2005-02-08 00:00:00
01038681,胡荣,女,1.58,西6舍424,2002-01-01 00:00:00
01033602,桑玉兰,女,1.96,南14舍418,2006-04-21 00:00:00
01035142,黄文,男,1.74,西4舍307,2001-11-30 00:00:00
01032836,李明,女,1.85,东14舍204,2000-09-01 00:00:00
01037714,陈琴,男,1.83,西14舍328,2001-04-25 00:00:00
01032392,李丽丽,男,1.69,北2舍427,2003-05-01 00:00:00
01038857,安强,女,1.51,东8舍308,2006-05-04 00:00:00
01036521,朱玉梅,女,1.88,西6舍117,2006-03-14 00:00:00
01031852,周华,女,1.51,东4舍415,2002-12-15 00:00:00
01036534,蒋丽华,男,1.68,南1舍217,2000-11-01 00:00:00
01031595,李桂芝,男,1.95,西12舍326,2003-09-22 00:00:00
01033612,何强,女,1.86,东3舍226,2003-11-19 00:00:00
01031428,曹秀英,男,1.82,西15舍115,2002-11-04 00:00:00
01033249,姜玉兰,男,1.62,东9舍302,2004-05-02 00:00:00
01033065,胡秀芳,男,1.86,西5舍415,2004-06-11 00:00:00
01038957,刘超,男,1.68,东11舍107,2003-02-19 00:00:00
01033464,韩博,女,1.94,北10舍101,2002-01-14 00:00:00
01038237,周璐,女,1.86,北11舍325,2000-12-28 00:00:00
01038167,张杨,男,1.99,东2舍216,2002-06-09 00:00:00
01038536,李鑫,女,1.53,南10舍313,2005-12-14 00:00:00
01038060,张佳,男,1.59,西5舍313,2001-03-26 00:00:00
01033712,丁琴,女,1.75,北10舍221,2002-09-27 00:00:00
01037913,龙娟,男,1.97,北8舍208,2005-07-18 00:00:00
01035575,胡勇,男,1.96,南4舍115,2002-05-26 00:00:00
01036654,吴瑞,女,1.91,南11舍318,2004-06-25 00:00:00
01032952,覃鹏,女,1.85,西4舍412,2000-08-12 00:00:00
01037264,毛欢,女,1.72,南8舍221,2002-07-24 00:00:00
01036667,李敏,男,1.61,东7舍323,2003-11-10 00:00:00
01036458,李秀珍,女,1.60,东10舍422,2004-08-19 00:00:00
01032029,谭宇,男,1.90,西12舍302,2004-12-27 00:00:00
01036583,武健,男,1.77,北15舍106,2001-10-05 00:00:00
01034448,何淑珍,男,1.60,南6舍215,2001-09-25 00:00:00
01037901,王玉华,女,1.74,东3舍112,2005-11-18 00:00:00
01033460,李志强,男,1.62,西4舍408,2002-10-19 00:00:00
01032169,李辉,女,1.50,西9舍206,2005-04-27 00:00:00
01034069,高鑫,女,1.94,西5舍318,2001-07-03 00:00:00
01034075,封云,女,1.76,西15舍414,2003-10-05 00:00:00
01033477,何建华,男,1.90,北7舍413,2006-04-23 00:00:00
01038538,房红梅,女,1.61,南1舍413,2001-01-16 00:00:00
01033554,张勇,女,1.88,北2舍314,2005-10-25 00:00:00
01038804,贾洁,男,1.55,东15舍406,2006-01-15 00:00:00
01037785,杨玉英,女,1.51,东14舍327,2002-03-04 00:00:00
01034938,曹楠,女,1.57,西4舍407,2005-07-11 00:00:00
01037886,马成,女,1.77,东15舍316,2003-09-11 00:00:00
01031735,卓晨,女,1.93,西2舍318,2003-04-15 00:00:00
01031997,夏林,女,1.64,北11舍313,2006-02-19 00:00:00
01033599,张东,女,1.93,北10舍125,2004-09-22 00:00:00
01037200,雷坤,男,2.00,北13舍226,2004-02-02 00:00:00
01036134,韩桂芝,男,1.58,西12舍116,2003-02-18 00:00:00
01036645,赵欣,女,1.92,北9舍318,2003-06-02 00:00:00
01034724,刘琳,女,1.99,西5舍101,2002-07-18 00:00:00
01033938,殷欢,女,1.81,北12舍404,2005-08-30 00:00:00
01036860,田坤,男,1.57,南10舍321,2002-12-13 00:00:00
01031555,袁丹丹,男,1.57,南2舍101,2006-03-19 00:00:00
01031701,汪静,女,1.81,西4舍417,2005-07-22 00:00:00
01037988,封勇,男,1.67,东12舍104,2006-02-23 00:00:00
01032290,龙明,女,1.90,西2舍312,2005-03-25 00:00:00
01033009,孙英,女,1.71,西7舍213,2002-01-20 00:00:00
01036868,刘淑英,男,1.68,南1舍326,2000-11-03 00:00:00
01034233,周荣,女,1.73,西5舍308,2004-05-10 00:00:00
01036065,石璐,男,1.86,西10舍224,2002-12-08 00:00:00
01033298,杨玲,女,1.53,东1舍204,2003-08-07 00:00:00
01031133,桂明,女,1.56,南12舍426,2001-05-17 00:00:00
01035236,秦兵,男,1.69,南3舍411,2006-04-13 00:00:00
01037237,吴建军,女,1.52,南6舍108,2006-01-02 00:00:00
01032837,陈雪,女,1.96,西14舍303,2003-07-07 00:00:00
01033597,陈娟,男,1.96,东15舍224,2006-03-03 00:00:00
01032424,李晨,女,2.00,南11舍427,2004-12-09 00:00:00
01031744,胡慧,男,1.59,南9舍312,2000-08-08 00:00:00
01035595,谢瑜,男,1.73,南5舍217,2006-05-09 00:00:00
01032304,高红霞,男,1.59,南10舍425,2001-06-04 00:00:00
01036260,乔明,女,1.74,西6舍203,2003-08-15 00:00:00
01037511,赵玉珍,女,1.97,北1舍311,2004-09-20 00:00:00
01033463,彭博,男,2.00,南2舍418,2002-03-12 00:00:00
01033394,汪秀珍,男,1.91,东12舍302,2000-11-12 00:00:00
01036812,宋雪梅,女,1.70,北7舍404,2002-06-27 00:00:00
01037335,方娟,男,1.91,西1舍128,2004-12-21 00:00:00
01033891,张秀云,女,1.76,东11舍312,2006-02-24 00:00:00
01031796,刘玉英,女,1.97,西6舍213,2005-10-22 00:00:00
01034820,鲁萍,男,1.65,南11舍321,2002-06-05 00:00:00
01035359,杨晶,男,1.99,东8舍314,2004-05-15 00:00:00
01037202,李杰,男,1.66,东10舍222,2001-06-10 00:00:00
01038756,李桂芝,男,1.68,南5舍221,2001-06-26 00:00:00
01035430,曹英,男,1.74,东13舍201,2001-05-05 00:00:00
01034835,李桂兰,男,1.61,西3舍224,2005-05-07 00:00:00
01035138,陆阳,女,1.86,东5舍215,2004-06-04 00:00:00
01032259,张玉华,女,1.65,北10舍302,2000-09-13 00:00:00
01038367,吴文,男,1.96,北6舍113,2004-05-06 00:00:00
01033659,解红,男,1.67,南1舍212,2003-12-22 00:00:00
01037636,陈颖,女,1.73,西13舍412,2001-12-14 00:00:00
01036755,查涛,男,1.96,东6舍428,2006-03-24 00:00:00
01038490,刘刚,女,1.69,西10舍127,2001-03-09 00:00:00
01038892,王畅,女,1.96,西10舍316,2002-05-03 00:00:00
01037634,杨丹丹,女,1.69,北3舍217,2005-04-13 00:00:00
01037569,姚成,男,1.68,北8舍202,2005-02-16 00:00:00
01037914,刘勇,男,1.62,南10舍406,2004-12-06 00:00:00
01038893,李淑华,女,1.99,东3舍115,2001-01-17 00:00:00
01037084,邓成,男,1.56,西6舍123,2003-01-19 00:00:00
01035374,王柳,女,1.50,西12舍123,2002-08-18 00:00:00
01037866,冯婷婷,女,1.80,南12舍416,2005-10-20 00:00:00
01035831,陆洋,女,1.61,西2舍228,2003-12-12 00:00:00
01031563,黄春梅,男,1.60,南7舍206,2001-05-07 00:00:00
01038330,杨小红,男,1.80,北2舍207,2002-08-09 00:00:00
01037012,刘想,男,1.74,南1舍104,2004-09-18 00:00:00
01034309,沈旭,男,1.91,北13舍211,2005-04-04 00:00:00
01031496,蒋琴,男,1.70,南10舍124,2004-11-15 00:00:00
01034000,汤亮,女,1.79,北7舍412,2004-04-20 00:00:00
01033572,阚璐,女,1.50,东4舍228,2001-01-14 00:00:00
01035925,杨淑兰,男,1.92,西15舍321,2003-06-10 00:00:00
01036204,黄兰英,男,1.53,北15舍324,2000-12-21 00:00:00
01038352,张萍,女,1.53,南5舍126,2003-11-18 00:00:00
01031931,王丽娟,男,1.74,南7舍325,2005-08-27 00:00:00
01038944,蒲志强,女,1.54,南14舍408,2002-01-24 00:00:00
01031684,汤辉,女,1.51,南7舍412,2004-01-24 00:00:00
01037570,宋东,男,1.74,西13舍122,2005-12-28 00:00:00
01034287,林旭,女,1.79,西5舍114,2001-05-31 00:00:00
01034157,韩鹏,男,1.84,西9舍317,2001-02-21 00:00:00
01031729,贾俊,男,1.51,北14舍412,2003-06-26 00:00:00
01035532,徐凤兰,男,1.85,南12舍222,2003-03-26 00:00:00
01034992,贾帅,女,1.62,北14舍401,2005-08-08 00:00:00
01034751,李洋,女,1.64,东13舍228,2005-02-15 00:00:00
01034243,张凯,男,1.88,南14舍117,2003-08-12 00:00:00
01034870,吴秀梅,男,1.71,西6舍108,2003-05-01 00:00:00
01038382,陈娟,女,1.64,南14舍206,2001-06-06 00:00:00
01035006,周帅,女,1.82,西6舍103,2000-11-06 00:00:00
01034562,陈萍,女,1.59,南4舍113,2001-01-13 00:00:00
01035320,陈健,女,1.94,北3舍418,2001-06-27 00:00:00
01035463,孙玉华,女,1.75,东14舍201,2001-04-26 00:00:00
01037242,朱建,女,1.63,北1舍204,2002-04-16 00:00:00
01032856,何雪,女,1.85,西3舍427,2006-04-21 00:00:00
